tau,clarabel,ecos,gurobi,mosek,qoco
0.0009754144593295099,0.112,0.025,0.0,0.0,0.162
0.000987403118461963,0.113,0.025,0.0,0.0,0.163
0.0009995391282374374,0.114,0.027,0.0,0.0,0.164
0.0010118242997185175,0.119,0.029,0.0,0.0,0.166
0.0010242604662272618,0.12,0.034,0.0,0.0,0.169
0.0010368494836187879,0.12,0.036,0.0,0.0,0.176
0.0010495932305582276,0.12,0.036,0.0,0.0,0.18
0.001062493608801075,0.121,0.037,0.0,0.0,0.181
0.0010755525434769891,0.121,0.037,0.0,0.0,0.184
0.0010887719833770815,0.121,0.039,0.0,0.0,0.184
0.0011021539012447388,0.125,0.044,0.0,0.0,0.189
0.0011157002940700097,0.126,0.046,0.0,0.0,0.194
0.001129413183387621,0.13,0.047,0.0,0.0,0.198
0.0011432946155786512,0.132,0.049,0.0,0.0,0.198
0.0011573466621759136,0.133,0.049,0.0,0.0,0.199
0.0011715714201730905,0.137,0.051,0.0,0.0,0.204
0.0011859710123376707,0.142,0.052,0.0,0.0,0.207
0.001200547587527729,0.146,0.053,0.0,0.0,0.207
0.0012153033210126022,0.146,0.058,0.0,0.0,0.21
0.0012302404147975083,0.147,0.06,0.0,0.0,0.213
0.0012453610979521476,0.147,0.063,0.0,0.0,0.219
0.0012606676269433508,0.15,0.066,0.0,0.0,0.222
0.0012761622859718117,0.152,0.067,0.0,0.0,0.222
0.0012918473873129636,0.154,0.067,0.0,0.0,0.224
0.0013077252716620345,0.157,0.068,0.0,0.002,0.227
0.0013237983084833545,0.157,0.068,0.0,0.002,0.23
0.0013400688963639508,0.157,0.068,0.0,0.002,0.231
0.0013565394633714908,0.158,0.069,0.0,0.002,0.231
0.0013732124674166236,0.158,0.071,0.0,0.002,0.233
0.0013900903966197742,0.158,0.071,0.0,0.002,0.238
0.0014071757696824483,0.158,0.071,0.0,0.003,0.244
0.0014244711362630968,0.158,0.071,0.0,0.004,0.25
0.0014419790773576092,0.158,0.071,0.0,0.004,0.254
0.001459702205684467,0.158,0.072,0.0,0.005,0.256
0.0014776431660746474,0.159,0.072,0.0,0.005,0.257
0.0014958046358663141,0.159,0.073,0.0,0.005,0.257
0.001514189325304352,0.159,0.074,0.0,0.005,0.258
0.001532799977944822,0.162,0.074,0.0,0.005,0.262
0.0015516393710643824,0.162,0.076,0.0,0.007,0.271
0.0015707103160747444,0.163,0.077,0.0,0.01,0.272
0.0015900156589422185,0.165,0.078,0.0,0.01,0.275
