,Unnamed: 0,size,status,setup_time,solve_time,run_time,obj
219,robust_kalman_filter_N_25_i_19,775,optimal,0.0,0.0080504349898546,0.0080504349898546,1125.0839645662231
220,robust_kalman_filter_N_50_i_0,1550,optimal,0.0,0.0132440160959959,0.0132440160959959,1242.5057046219738
221,robust_kalman_filter_N_50_i_1,1550,optimal,0.0,0.009990335907787,0.009990335907787,2986.414165837164
222,robust_kalman_filter_N_50_i_2,1550,optimal,0.0,0.0092060540337115,0.0092060540337115,2914.3817551826005
223,robust_kalman_filter_N_50_i_3,1550,optimal,0.0,0.0091126561164855,0.0091126561164855,2462.5657250676554
224,robust_kalman_filter_N_50_i_4,1550,optimal,0.0,0.0082981239538639,0.0082981239538639,888.2933324741249
225,robust_kalman_filter_N_50_i_5,1550,optimal,0.0,0.0125243118964135,0.0125243118964135,2676.5564578161207
226,robust_kalman_filter_N_50_i_6,1550,optimal,0.0,0.0129206469282507,0.0129206469282507,2493.9807064224165
227,robust_kalman_filter_N_50_i_7,1550,optimal,0.0,0.0110563258640468,0.0110563258640468,1707.456191840438
228,robust_kalman_filter_N_50_i_8,1550,optimal,0.0,0.007840272039175,0.007840272039175,1174.7189079261564
229,robust_kalman_filter_N_50_i_9,1550,optimal,0.0,0.0083288620226085,0.0083288620226085,1733.077614509461
230,robust_kalman_filter_N_50_i_10,1550,optimal,0.0,0.0083396169357001,0.0083396169357001,1707.4887774437022
231,robust_kalman_filter_N_50_i_11,1550,optimal,0.0,0.0088212068658322,0.0088212068658322,2305.701204120573
232,robust_kalman_filter_N_50_i_12,1550,optimal,0.0,0.0083129920531064,0.0083129920531064,2691.979795509896
233,robust_kalman_filter_N_50_i_13,1550,optimal,0.0,0.0142561730463057,0.0142561730463057,2125.9505877129504
234,robust_kalman_filter_N_50_i_14,1550,optimal,0.0,0.0130339590832591,0.0130339590832591,1614.7513272011502
235,robust_kalman_filter_N_50_i_15,1550,optimal,0.0,0.0124016869813203,0.0124016869813203,2204.5063434956983
236,robust_kalman_filter_N_50_i_16,1550,optimal,0.0,0.0087438111659139,0.0087438111659139,1245.358112566185
237,robust_kalman_filter_N_50_i_17,1550,optimal,0.0,0.0087374688591808,0.0087374688591808,2792.488564658309
238,robust_kalman_filter_N_50_i_18,1550,optimal,0.0,0.0087160659022629,0.0087160659022629,2480.065708140496
239,robust_kalman_filter_N_50_i_19,1550,optimal,0.0,0.0096655061934143,0.0096655061934143,1544.749571210659
240,robust_kalman_filter_N_75_i_0,2325,optimal,0.0,0.0127519371453672,0.0127519371453672,2944.208113720408
241,robust_kalman_filter_N_75_i_1,2325,optimal,0.0,0.0180267691612243,0.0180267691612243,2400.2980907961046
242,robust_kalman_filter_N_75_i_2,2325,optimal,0.0,0.0128292711451649,0.0128292711451649,3077.5824285387075
243,robust_kalman_filter_N_75_i_3,2325,optimal,0.0,0.0158744771033525,0.0158744771033525,3226.052630818765
244,robust_kalman_filter_N_75_i_4,2325,optimal,0.0,0.0140096240211278,0.0140096240211278,2618.143217131002
245,robust_kalman_filter_N_75_i_5,2325,optimal,0.0,0.0191632779315114,0.0191632779315114,2054.4567057027016
246,robust_kalman_filter_N_75_i_6,2325,optimal,0.0,0.0200167940929532,0.0200167940929532,3079.565611537301
247,robust_kalman_filter_N_75_i_7,2325,optimal,0.0,0.0126606749836355,0.0126606749836355,2465.041129942648
248,robust_kalman_filter_N_75_i_8,2325,optimal,0.0,0.013382744975388,0.013382744975388,2664.845362116951
249,robust_kalman_filter_N_75_i_9,2325,optimal,0.0,0.0119948829524219,0.0119948829524219,3413.574190769476
250,robust_kalman_filter_N_75_i_10,2325,optimal,0.0,0.0208693440072238,0.0208693440072238,3635.602863849264
251,robust_kalman_filter_N_75_i_11,2325,optimal,0.0,0.0176640399731695,0.0176640399731695,1792.5835044358269
252,robust_kalman_filter_N_75_i_12,2325,optimal,0.0,0.0125884609296917,0.0125884609296917,2056.929105674379
253,robust_kalman_filter_N_75_i_13,2325,optimal,0.0,0.0126530600246042,0.0126530600246042,2471.853320171102
254,robust_kalman_filter_N_75_i_14,2325,optimal,0.0,0.01269390899688,0.01269390899688,3987.164934107674
255,robust_kalman_filter_N_75_i_15,2325,optimal,0.0,0.0204767859540879,0.0204767859540879,3902.3886317884576
256,robust_kalman_filter_N_75_i_16,2325,optimal,0.0,0.0175593711901456,0.0175593711901456,3152.275045679116
257,robust_kalman_filter_N_75_i_17,2325,optimal,0.0,0.0126710678450763,0.0126710678450763,1988.0368879731395
